MER opacity measurements for Pancam 440-nm solar filter images.
Flux_1AU = 3660.55 DN ms-1 in the current best fit.
Abs_Err = 0.0300000 (absolute error in tau derivation at AM=1).
The date of the current best fit is 2018-Dec-07 21:12:25 UTC.
N_ENTRIES = 8697

Comments or questions to Mark Lemmon, lemmon@tamu.edu.

  Product_ID,                    L_s,  R_au,     Sol,     AM,    Flux,    TAU, Rel_err
"1P300065633ESFA3PGP2601L8M1", 297.8, 1.420,1935.630,  1.539, 274.325,  0.701,   0.057
"1P300067420ESFA3PGP2601L8M1", 297.8, 1.420,1935.651,  1.781, 224.225,  0.720,   0.048
"1P300139129ESFA3PGP2601L8M1", 298.3, 1.420,1936.458,  1.100, 387.296,  0.711,   0.046
"1P300223950ESFA3PGP2601L8M1", 298.9, 1.421,1937.413,  1.237, 364.673,  0.685,   0.040
"1P300322905ESFA3PGP2601L8M1", 299.6, 1.422,1938.528,  1.078, 419.083,  0.622,   0.067
"1P300410982ESFA3PGP2601L8M1", 300.2, 1.423,1939.519,  1.069, 426.515,  0.615,   0.064
"1P300494307ESFA3PGP2601L8M1", 300.8, 1.424,1940.458,  1.097, 430.870,  0.614,   0.046
"1P300583356ESFA3PGP2601L8M1", 301.4, 1.425,1941.461,  1.091, 412.853,  0.656,   0.046
"1P300670297ESFA400P2601L8M1", 302.0, 1.426,1942.440,  1.137, 414.180,  0.637,   0.044
"1P300673598ESFA400P2601L8M1", 302.0, 1.427,1942.477,  1.069, 440.834,  0.617,   0.047
"1P300686453ESFA400P2601L8M1", 302.1, 1.427,1942.622,  1.449, 336.144,  0.639,   0.034
"1P300757230ESFA400P2601L8M1", 302.6, 1.427,1943.419,  1.207, 378.446,  0.674,   0.041
"1P300851861ESFA400P2601L8M1", 303.2, 1.429,1944.484,  1.061, 449.467,  0.602,   0.047
"1P300934793ESFA400P2601L8M1", 303.8, 1.430,1945.418,  1.207, 375.789,  0.678,   0.041
"1P301024474ESFA4FFP2601L8M1", 304.4, 1.431,1946.428,  1.168, 387.273,  0.677,   0.044
"1P301111721ESFA4NKP2601L8M1", 305.0, 1.432,1947.411,  1.238, 353.079,  0.713,   0.042
"1P301202887ESFA4NMP2601L8M1", 305.6, 1.433,1948.437,  1.137, 402.167,  0.660,   0.045
"1P301217353ESFA4NMP2601L8M1", 305.7, 1.433,1948.600,  1.294, 329.019,  0.691,   0.063
"1P301219961ESFA4NMP2633L8M1", 305.7, 1.433,1948.630,  1.515, 285.245,  0.687,   0.052
"1P301291742ESFA4NMP2601L8M1", 306.2, 1.434,1949.438,  1.134, 401.247,  0.663,   0.045
"1P301300516ESFA4ULP2601L8M1", 306.3, 1.434,1949.537,  1.079, 407.296,  0.617,   0.089
"1P301312437ESFA4ULP2633L8M1", 306.4, 1.434,1949.671,  2.137, 206.753,  0.631,   0.043
"1P301385752ESFA4ULP2601L8M1", 306.9, 1.435,1950.497,  1.051, 391.175,  0.708,   0.057
"1P301478225ESFA4ULP2601L8M1", 307.5, 1.436,1951.538,  1.080, 393.081,  0.648,   0.090
"1P301556208ESFA4X0P2601L8M1", 308.0, 1.437,1952.417,  1.207, 338.576,  0.764,   0.044
"1P301645927ESFA4X0P2601L8M1", 308.6, 1.438,1953.427,  1.165, 392.656,  0.663,   0.045
"1P301734993ESFA4##P2601L8M1", 309.2, 1.440,1954.430,  1.154, 334.479,  0.788,   0.045
"1P301823732ESFA4##P2601L8M1", 309.8, 1.441,1955.429,  1.155, 321.788,  0.818,   0.046
"1P301911343ESFA4##P2601L8M1", 310.4, 1.442,1956.416,  1.204, 353.510,  0.705,   0.045
"1P301919549ESFA4##F0006L8M1", 310.5, 1.442,1956.508,  1.046, 432.432,  0.582,   0.083
"1P301920208ESFA500F0006L8M1", 310.5, 1.442,1956.516,  1.050, 436.132,  0.605,   0.054
"1P301931467ESFA500P2601L8M1", 310.6, 1.442,1956.643,  1.645, 320.499,  0.584,   0.030
"1P302000109ESFA500P2601L8M1", 311.0, 1.443,1957.416,  1.204, 358.519,  0.709,   0.041
"1P302088862ESFA500P2601L8M1", 311.6, 1.444,1958.415,  1.205, 348.023,  0.733,   0.041
"1P302185654ESFA5ARP2601L8M1", 312.3, 1.445,1959.505,  1.042, 451.354,  0.598,   0.048
"1P302270046ESFA5ARP2601L8M1", 312.8, 1.447,1960.456,  1.081, 416.326,  0.655,   0.048
"1P302356421ESFA5B8P2601L8M1", 313.4, 1.448,1961.429,  1.151, 385.122,  0.682,   0.045
"1P302452849ESFA5B8P2601L8M1", 314.1, 1.449,1962.515,  1.043, 425.013,  0.650,   0.048
"1P302539471ESFA5B8P2601L8M1", 314.6, 1.450,1963.490,  1.040, 424.669,  0.656,   0.048
"1P302625831ESFA5B8P2601L8M1", 315.2, 1.451,1964.463,  1.065, 417.786,  0.659,   0.048
"1P302712163ESFA5B8P2601L8M1", 315.8, 1.453,1965.435,  1.126, 399.017,  0.662,   0.046
"1P302799092ESFA5B8P2601L8M1", 316.4, 1.454,1966.414,  1.201, 344.910,  0.741,   0.043
"1P302887842ESFA5B8P2601L8M1", 317.0, 1.455,1967.414,  1.202, 341.283,  0.749,   0.043
"1P302906085ESFA5B8P2601L8M1", 317.1, 1.455,1967.620,  1.402, 338.665,  0.637,   0.036
"1P302978103ESFA5B8P2601L8M1", 317.6, 1.456,1968.431,  1.137, 348.603,  0.773,   0.045
"1P303065727ESFA5B8P2601L8M1", 318.1, 1.457,1969.417,  1.184, 353.829,  0.728,   0.043
"1P303153551ESFA5B8P2601L8M1", 318.7, 1.459,1970.407,  1.233, 351.874,  0.703,   0.042
"1P303176374ESFA5B8P2601L8M1", 318.9, 1.459,1970.664,  1.950, 227.009,  0.661,   0.026
"1P303242889ESFA5B8P2601L8M1", 319.3, 1.460,1971.413,  1.202, 352.211,  0.719,   0.043
"1P303336683ESFA5B8P2601L8M1", 319.9, 1.461,1972.469,  1.049, 418.734,  0.658,   0.049
"1P303428826ESFA5BXP2601L8M1", 320.5, 1.463,1973.507,  1.030, 417.027,  0.667,   0.048
"1P303511067ESFA5BXP2601L8M1", 321.1, 1.464,1974.434,  1.123, 395.679,  0.665,   0.046
"1P303602912ESFA5C4P2601L8M1", 321.7, 1.465,1975.468,  1.048, 399.212,  0.703,   0.050
"1P303689905ESFA5C4P2601L8M1", 322.2, 1.466,1976.448,  1.083, 393.729,  0.693,   0.048
"1P303777140ESFA5C4P2601L8M1", 322.8, 1.468,1977.430,  1.129, 389.022,  0.673,   0.046
"1P303781706ESFA5C4P2601L8M1", 322.8, 1.468,1977.482,  1.032, 427.846,  0.642,   0.050
"1P303864309ESFA5C4P2601L8M1", 323.4, 1.469,1978.412,  1.198, 383.954,  0.644,   0.043
"1P303955308ESFA5C4P2601L8M1", 324.0, 1.470,1979.437,  1.107, 409.189,  0.640,   0.047
"1P304043112ESFA5C4P2601L8M1", 324.5, 1.471,1980.426,  1.141, 412.960,  0.612,   0.045
"1P304043183ESFA5C4P2630L8M1", 324.5, 1.471,1980.427,  1.138, 417.016,  0.606,   0.046
"1P304131758ESFA5C7P2601L8M1", 325.1, 1.473,1981.425,  1.145, 403.400,  0.628,   0.045
"1P304220647ESFA5C7P2601L8M1", 325.7, 1.474,1982.426,  1.140, 400.976,  0.637,   0.046
"1P304248705ESFA5C7P2632L8M1", 325.9, 1.474,1982.742,  9.869,   1.305,  0.652,   0.036
"1P304248727ESFA5C7P2632L8M1", 325.9, 1.474,1982.742,  9.980,   1.205,  0.653,   0.036
"1P304308196ESFA5C7P2601L8M1", 326.2, 1.475,1983.412,  1.194, 377.349,  0.657,   0.043
"1P304397028ESFA5C7P2601L8M1", 326.8, 1.477,1984.413,  1.191, 332.985,  0.763,   0.044
"1P304482726ESFA5C7P2601L8M1", 327.4, 1.478,1985.378,  1.402, 310.399,  0.697,   0.037
"1P304579847ESFA5C7P2601L8M1", 328.0, 1.479,1986.472,  1.034, 381.719,  0.744,   0.050
"1P304670137ESFA5C7P2601L8M1", 328.6, 1.481,1987.489,  1.020, 362.875,  0.800,   0.050
"1P304672457ESFA5C7P2601L8M1", 328.6, 1.481,1987.515,  1.023, 369.293,  0.773,   0.049
"1P304842703ESFA5C7P2601L8M1", 329.7, 1.483,1989.433,  1.112, 363.362,  0.735,   0.047
"1P304870741ESFA5C7P2632L8M1", 329.8, 1.484,1989.749, 14.045,   0.550,  0.518,   0.042
"1P304870763ESFA5C7P2632L8M1", 329.8, 1.484,1989.749, 14.241,   0.038,  0.698,   0.058
"1P304930662ESFA5C7P2601L8M1", 330.2, 1.484,1990.424,  1.142, 359.742,  0.724,   0.046
"1P305018483ESFA5C7P2601L8M1", 330.8, 1.486,1991.413,  1.184, 346.643,  0.727,   0.044
"1P305033814ESFA5C7P2600L8M1", 330.9, 1.486,1991.586,  1.179, 353.083,  0.700,   0.043
"1P305107260ESFA5C7P2601L8M1", 331.3, 1.487,1992.413,  1.183, 330.325,  0.768,   0.044
"1P305109553ESFA5C7P2601L8M1", 331.4, 1.487,1992.439,  1.092, 344.516,  0.794,   0.048
"1P305198327ESFA5C7P2601L8M1", 331.9, 1.488,1993.439,  1.092, 354.984,  0.767,   0.048
"1P305371331ESFA5C7P2601L8M1", 333.0, 1.491,1995.388,  1.321, 314.954,  0.721,   0.039
"1P305395869ESFA5C7P2601L8M1", 333.2, 1.491,1995.664,  1.929, 229.772,  0.648,   0.026
"1P305466900ESFA5C7P2601L8M1", 333.6, 1.492,1996.464,  1.038, 403.082,  0.681,   0.051
"1P305551179ESFA5DAP2601L8M1", 334.1, 1.494,1997.414,  1.177, 366.279,  0.679,   0.044
"1P305555347ESFA5DAP2601L8M1", 334.2, 1.494,1997.461,  1.043, 415.644,  0.647,   0.051
"1P305572140ESFA5DAP2601L8M1", 334.3, 1.494,1997.650,  1.693, 278.181,  0.623,   0.030
"1P305573725ESFA5DAP2601L8M1", 334.3, 1.494,1997.668,  1.998, 223.266,  0.639,   0.025
"1P305639833ESFA5DAP2601L8M1", 334.7, 1.495,1998.412,  1.182, 357.792,  0.695,   0.044
"1P305733219ESFA5DAP2601L8M1", 335.3, 1.496,1999.464,  1.036, 395.265,  0.699,   0.051
"1P305819550ESFA5DZP2601L8M1", 335.8, 1.498,2000.437,  1.093, 379.945,  0.697,   0.049
"1P305905474ESFA5FWP2601L8M1", 336.4, 1.499,2001.405,  1.216, 333.480,  0.728,   0.042
"1P305994989ESFA5GZP2601L8M1", 336.9, 1.500,2002.413,  1.176, 332.466,  0.754,   0.043
"1P306082534ESFA5GZP2601L8M1", 337.5, 1.502,2003.399,  1.244, 305.852,  0.779,   0.041
"1P306172539ESFA5Q6P2601L8M1", 338.0, 1.503,2004.413,  1.174, 320.883,  0.791,   0.046
"1P306261943ESFA5Q6P2601L8M1", 338.6, 1.504,2005.420,  1.144, 314.832,  0.829,   0.048
"1P306352868ESFA5YDP2601L8M1", 339.1, 1.506,2006.445,  1.069, 348.468,  0.796,   0.057
"1P306452138ESFA59EP2601L8M1", 339.8, 1.507,2007.563,  1.090, 348.736,  0.704,   0.084
"1P306460024ESFA59EP2618L8M1", 339.8, 1.507,2007.652,  1.716, 206.685,  0.751,   0.055
"1P306530108ESFA59EP2601L8M1", 340.2, 1.509,2008.441,  1.077, 323.770,  0.855,   0.057
"1P306536214ESFA5##F0006L8M1", 340.3, 1.509,2008.510,  1.008, 360.711,  0.735,   0.082
"1P306536878ESFA600F0006L8M1", 340.3, 1.509,2008.518,  1.012, 364.099,  0.752,   0.056
"1P306618268ESFA600P2601L8M1", 340.8, 1.510,2009.435,  1.095, 345.820,  0.766,   0.046
"1P306710437ESFA600P2601L8M1", 341.4, 1.511,2010.473,  1.020, 367.483,  0.762,   0.049
"1P306795819ESFA6FBP2601L8M1", 341.9, 1.513,2011.435,  1.094, 331.623,  0.806,   0.047
"1P306884527ESFA6FBP2601L8M1", 342.4, 1.514,2012.434,  1.095, 315.161,  0.851,   0.047
"1P306972446ESFA6NEP2601L8M1", 343.0, 1.515,2013.425,  1.126, 307.022,  0.852,   0.048
"1P307060913ESFA6U9P2601L8M1", 343.5, 1.517,2014.421,  1.138, 312.159,  0.829,   0.049
"1P307151171ESFA63QP2601L8M1", 344.0, 1.518,2015.438,  1.083, 311.974,  0.868,   0.051
"1P307236921ESFA63QP2601L8M1", 344.6, 1.519,2016.404,  1.213, 294.634,  0.822,   0.045
"1P307503571ESFA6##P2601L8M1", 346.2, 1.523,2019.408,  1.192, 295.252,  0.829,   0.044
"1P307512538ESFA700F0006L8M1", 346.2, 1.523,2019.509,  1.004, 366.651,  0.746,   0.054
"1P307590485ESFA700P2601L8M1", 346.7, 1.525,2020.387,  1.312, 260.435,  0.845,   0.038
"1P307680799ESFA700P2601L8M1", 347.2, 1.526,2021.405,  1.208, 293.391,  0.818,   0.041
"1P307774201ESFA7ARP2601L8M1", 347.8, 1.527,2022.457,  1.038, 331.537,  0.834,   0.048
"1P307860750ESFA7ARP2601L8M1", 348.3, 1.529,2023.432,  1.098, 320.436,  0.818,   0.046
"1P307878625ESFA7C4P2601L8M1", 348.4, 1.529,2023.634,  1.486, 245.041,  0.778,   0.034
"1P307948927ESFA7C4P2601L8M1", 348.9, 1.530,2024.426,  1.120, 314.488,  0.819,   0.045
"1P308038677ESFA7C4P2601L8M1", 349.4, 1.531,2025.437,  1.084, 311.678,  0.853,   0.046
"1P308126527ESFA7C4P2601L8M1", 349.9, 1.533,2026.426,  1.116, 311.523,  0.828,   0.045
"1P308215319ESFA7CHP2601L8M1", 350.5, 1.534,2027.427,  1.115, 317.343,  0.811,   0.045
"1P308234220ESFA7CHP2601L8M1", 350.6, 1.534,2027.640,  1.551, 226.093,  0.795,   0.032
"1P308304107ESFA7CHP2601L8M1", 351.0, 1.535,2028.427,  1.114, 312.800,  0.825,   0.045
"1P308392871ESFA7CHP2601L8M1", 351.5, 1.537,2029.427,  1.114, 318.006,  0.808,   0.045
"1P308481630ESFA7CHP2601L8M1", 352.0, 1.538,2030.427,  1.114, 319.494,  0.804,   0.045
"1P308494077ESFA7CHP2600L8M1", 352.1, 1.538,2030.567,  1.095, 342.901,  0.742,   0.046
"1P308501034ESFA7CHP2600L8M1", 352.1, 1.538,2030.646,  1.623, 223.460,  0.765,   0.031
"1P308570730ESFA7CHP2601L8M1", 352.6, 1.539,2031.431,  1.101, 328.991,  0.786,   0.045
"1P308660107ESFA7FIP2601L8M1", 353.1, 1.541,2032.438,  1.080, 331.934,  0.789,   0.046
"1P308754741ESFA7FIP2601L8M1", 353.6, 1.542,2033.504,  1.000, 385.203,  0.692,   0.051
"1P308840741ESFA7MTP2601L8M1", 354.2, 1.543,2034.473,  1.014, 360.728,  0.768,   0.053
"1P308927072ESFA7MTP2601L8M1", 354.7, 1.544,2035.445,  1.061, 345.499,  0.774,   0.050
"1P308945550ESFA7MTP2601L8M1", 354.8, 1.545,2035.654,  1.736, 221.793,  0.711,   0.031
"1P309015224ESFA7MTP2601L8M1", 355.2, 1.546,2036.439,  1.078, 339.041,  0.777,   0.049
"1P309103373ESFA7MTP2601L8M1", 355.7, 1.547,2037.432,  1.098, 333.282,  0.778,   0.049
"1P309192761ESFA7WGP2601L8M1", 356.2, 1.548,2038.439,  1.077, 344.881,  0.763,   0.053
"1P309281818ESFA7WGP2601L8M1", 356.7, 1.550,2039.442,  1.069, 347.541,  0.761,   0.053
"1P309368462ESFA77BP2601L8M1", 357.2, 1.551,2040.418,  1.145, 323.024,  0.771,   0.049
"1P309458714ESFA7##P2601L8M1", 357.8, 1.552,2041.435,  1.088, 338.882,  0.765,   0.052
"1P309470247ESFA800F0006L8M1", 357.8, 1.552,2041.565,  1.089, 360.127,  0.681,   0.051
"1P309472059ESFA800P2601L8M1", 357.9, 1.552,2041.586,  1.162, 342.208,  0.698,   0.043
"1P309479004ESFA800P2618L8M1", 357.9, 1.553,2041.664,  1.911, 189.918,  0.732,   0.026
"1P309480715ESFA800P2620L8M1", 357.9, 1.553,2041.683,  2.385, 135.157,  0.730,   0.021
"1P309547504ESFA800P2601L8M1", 358.3, 1.554,2042.436,  1.087, 346.332,  0.737,   0.046
"1P309635956ESFA8AXP2601L8M1", 358.8, 1.555,2043.432,  1.097, 343.885,  0.733,   0.045
"1P309636027ESFA8AXP2630L8M1", 358.8, 1.555,2043.433,  1.095, 346.925,  0.726,   0.045
"1P309638354ESFA8AXP2601L8M1", 358.8, 1.555,2043.459,  1.034, 363.104,  0.726,   0.048
"1P309814191ESFA8J0P2601L8M1", 359.8, 1.557,2045.440,  1.074, 362.128,  0.693,   0.046
"1P309903890ESFA8J0P2601L8M1",   0.4, 1.559,2046.451,  1.050, 369.024,  0.692,   0.047
"1P309992635ESFA8OLP2601L8M1",   0.9, 1.560,2047.451,  1.050, 370.549,  0.683,   0.048
"1P310012394ESFA8WWP2633L8M1",   1.0, 1.560,2047.673,  2.119, 171.608,  0.714,   0.026
"1P310079735ESFA8WWP2601L8M1",   1.4, 1.561,2048.432,  1.098, 348.504,  0.700,   0.049
"1P310168378ESFA86XP2601L8M1",   1.9, 1.562,2049.431,  1.102, 353.184,  0.694,   0.045
"1P310257477ESFA8##P2601L8M1",   2.4, 1.564,2050.435,  1.091, 353.665,  0.704,   0.045
"1P310351792ESFA900P2601L8M1",   2.9, 1.565,2051.497,  1.002, 396.482,  0.652,   0.049
"1P310435619ESFA900P2601L8M1",   3.4, 1.566,2052.442,  1.072, 367.764,  0.681,   0.046
"1P310524085ESFA900P2601L8M1",   3.9, 1.567,2053.438,  1.081, 367.992,  0.674,   0.046
"1P310612868ESFA9FLP2601L8M1",   4.4, 1.569,2054.439,  1.080, 373.615,  0.652,   0.046
"1P310701954ESFA9G7P2601L8M1",   4.9, 1.570,2055.443,  1.071, 365.803,  0.672,   0.049
"1P310790422ESFA9NAP2601L8M1",   5.4, 1.571,2056.439,  1.079, 371.617,  0.649,   0.049
"1P310879503ESFA9NAP2601L8M1",   5.9, 1.572,2057.443,  1.070, 379.649,  0.635,   0.049
"1P310967310ESFA9PDP2601L8M1",   6.4, 1.573,2058.432,  1.100, 370.631,  0.637,   0.049
"1P310973642ESFA9PDP2601L8M1",   6.5, 1.574,2058.504,  1.004, 380.352,  0.697,   0.053
"1P310987100ESFA9PDP2601L8M1",   6.5, 1.574,2058.655,  1.769, 227.335,  0.690,   0.030
"1P311057803ESFA9PDP2601L8M1",   6.9, 1.575,2059.452,  1.051, 382.932,  0.636,   0.050
"1P311143791ESFA9PDP2601L8M1",   7.4, 1.576,2060.421,  1.141, 357.271,  0.644,   0.047
"1P311165807ESFA9QSP2633L8M1",   7.6, 1.576,2060.669,  2.022, 194.533,  0.679,   0.026
"1P311233995ESFA9QSP2601L8M1",   7.9, 1.577,2061.437,  1.087, 379.993,  0.621,   0.048
"1P311323307ESFA9QSP2601L8M1",   8.4, 1.578,2062.443,  1.071, 383.469,  0.623,   0.048
"1P311411225ESFA9R5P2601L8M1",   8.9, 1.580,2063.434,  1.097, 373.101,  0.630,   0.048
"1P311498767ESFA9R5P2601L8M1",   9.4, 1.581,2064.420,  1.145, 371.056,  0.607,   0.046
"1P311594943ESFA9R5P2601L8M1",  10.0, 1.582,2065.504,  1.006, 407.574,  0.622,   0.053
"1P311599316ESFA9R5P2601L8M1",  10.0, 1.582,2065.553,  1.064, 391.580,  0.637,   0.058
"1P311605843ESFA9R5P2601L8M1",  10.0, 1.582,2065.627,  1.430, 309.379,  0.636,   0.039
"1P311678490ESFA9R5P2601L8M1",  10.4, 1.583,2066.445,  1.068, 379.482,  0.632,   0.048
"1P311774923ESFA9R5P2601L8M1",  11.0, 1.584,2067.532,  1.027, 392.292,  0.656,   0.059
"1P311855037ESFA9R5P2601L8M1",  11.4, 1.585,2068.434,  1.098, 374.722,  0.624,   0.047
"1P311946976ESFA9R5P2601L8M1",  11.9, 1.587,2069.470,  1.025, 403.903,  0.602,   0.048
"1P311950428ESFA9R5P2601L8M1",  12.0, 1.587,2069.509,  1.009, 401.367,  0.635,   0.055
"1P311957499ESFA9R5P2601L8M1",  12.0, 1.587,2069.589,  1.185, 351.421,  0.659,   0.050
"1P311961627ESFA9R5P2601L8M1",  12.0, 1.587,2069.635,  1.517, 279.776,  0.663,   0.037
"1P312033837ESFA9R5P2601L8M1",  12.4, 1.588,2070.449,  1.062, 385.070,  0.620,   0.048
"1P312121441ESFA9R5P2601L8M1",  12.9, 1.589,2071.436,  1.095, 380.297,  0.612,   0.046
"1P312139428ESFA9R5P2633L8M1",  13.0, 1.589,2071.639,  1.555, 268.180,  0.674,   0.036
"1P312210835ESFA9R5P2601L8M1",  13.4, 1.590,2072.443,  1.076, 370.764,  0.646,   0.047
"1P312298966ESFA9R5P2601L8M1",  13.9, 1.591,2073.436,  1.096, 376.136,  0.621,   0.046
"1P312387452ESFA9R5P2601L8M1",  14.4, 1.592,2074.433,  1.105, 373.007,  0.622,   0.046
"1P312387522ESFA9R5P2630L8M1",  14.4, 1.592,2074.434,  1.103, 374.282,  0.620,   0.046
"1P312477457ESFA9R5P2601L8M1",  14.9, 1.593,2075.447,  1.068, 367.078,  0.660,   0.047
"1P312565682ESFA9R5P2601L8M1",  15.4, 1.594,2076.441,  1.083, 386.168,  0.602,   0.047
"1P312654392ESFA9R5P2601L8M1",  15.9, 1.596,2077.441,  1.085, 379.475,  0.617,   0.046
"1P312664361ESFA9R5P2601L8M1",  15.9, 1.596,2077.553,  1.070, 376.588,  0.661,   0.057
"1P312672756ESFA9R5P2601L8M1",  16.0, 1.596,2077.648,  1.674, 233.046,  0.707,   0.033
"1P312744101ESFA9R5P2601L8M1",  16.3, 1.597,2078.452,  1.060, 375.733,  0.641,   0.047
"1P312832561ESFA9R5P2601L8M1",  16.8, 1.598,2079.448,  1.068, 381.759,  0.621,   0.047
"1P312920719ESFA9R5P2601L8M1",  17.3, 1.599,2080.442,  1.085, 375.332,  0.625,   0.046
"1P313009617ESFA9R5P2601L8M1",  17.8, 1.600,2081.443,  1.081, 367.797,  0.647,   0.046
"1P313013721ESFA9R5P2601L8M1",  17.8, 1.600,2081.489,  1.016, 384.603,  0.657,   0.050
"1P313028361ESFA9R5P2601L8M1",  17.9, 1.600,2081.654,  1.776, 222.185,  0.691,   0.031
"1P313098403ESFA9R5P2601L8M1",  18.3, 1.601,2082.444,  1.081, 380.143,  0.615,   0.046
"1P313187183ESFA9R5P2601L8M1",  18.8, 1.602,2083.444,  1.081, 380.666,  0.615,   0.046
"1P313275629ESFA9R5P2601L8M1",  19.3, 1.603,2084.440,  1.090, 376.332,  0.618,   0.046
"1P313364609ESFA9R5P2601L8M1",  19.7, 1.604,2085.443,  1.084, 391.570,  0.585,   0.046
"1P313453612ESFA9SGP2601L8M1",  20.2, 1.605,2086.446,  1.078, 386.480,  0.602,   0.046
"1P313542152ESFA9SGP2601L8M1",  20.7, 1.606,2087.443,  1.085, 383.673,  0.603,   0.046
"1P313630745ESFA9TZP2601L8M1",  21.2, 1.607,2088.442,  1.090, 387.803,  0.595,   0.045
"1P313720017ESFA9TZP2601L8M1",  21.7, 1.608,2089.448,  1.076, 376.932,  0.630,   0.046
"1P313809110ESFA9TZP2601L8M1",  22.2, 1.609,2090.451,  1.069, 389.546,  0.605,   0.047
"1P313897259ESFA9TZP2601L8M1",  22.6, 1.610,2091.445,  1.085, 388.258,  0.597,   0.046
"1P313986334ESFA9TZP2601L8M1",  23.1, 1.611,2092.448,  1.077, 392.850,  0.590,   0.046
"1P314075418ESFA9X2P2601L8M1",  23.6, 1.612,2093.452,  1.070, 385.255,  0.610,   0.046
"1P314163273ESFA9X2P2601L8M1",  24.1, 1.613,2094.442,  1.094, 386.063,  0.592,   0.045
"1P314255745ESFA9X7P2601L8M1",  24.6, 1.614,2095.483,  1.028, 399.988,  0.606,   0.050
"1P314341746ESFA9X7P2601L8M1",  25.0, 1.615,2096.453,  1.070, 391.004,  0.595,   0.046
"1P314431447ESFA9X7P2601L8M1",  25.5, 1.616,2097.463,  1.052, 392.781,  0.603,   0.047
"1P314451259ESFA9X7P2618L8M1",  25.6, 1.616,2097.687,  2.576, 148.329,  0.629,   0.021
"1P314453017ESFA9X7P2633L8M1",  25.6, 1.616,2097.706,  3.585,  75.355,  0.640,   0.017
"1P314524501ESFA9X7P2601L8M1",  26.0, 1.617,2098.512,  1.028, 388.871,  0.640,   0.057
"1P314608073ESFA9X7P2601L8M1",  26.5, 1.618,2099.453,  1.071, 392.027,  0.591,   0.046
"1P314696849ESFA9X7P2601L8M1",  26.9, 1.619,2100.454,  1.071, 391.162,  0.593,   0.046
"1P314791789ESFA9X7P2601L8M1",  27.4, 1.620,2101.523,  1.038, 383.102,  0.649,   0.058
"1P314878426ESFA9X7P2601L8M1",  27.9, 1.621,2102.500,  1.028, 389.001,  0.635,   0.054
"1P314963175ESFA9X7P2601L8M1",  28.4, 1.622,2103.455,  1.072, 391.485,  0.590,   0.046
"1P315051950ESFA9X7P2601L8M1",  28.8, 1.623,2104.455,  1.073, 381.832,  0.613,   0.046
"1P315070205ESFA9X7P2633L8M1",  28.9, 1.623,2104.660,  1.910, 221.389,  0.639,   0.029
"1P315140426ESFA9X7P2601L8M1",  29.3, 1.624,2105.451,  1.080, 376.663,  0.621,   0.046
"1P315229516ESFA9X7P2601L8M1",  29.8, 1.625,2106.455,  1.073, 392.247,  0.588,   0.046
"1P315247930ESFA9X7P2633L8M1",  29.9, 1.625,2106.663,  1.960, 209.729,  0.649,   0.028
"1P315318286ESFA9X7P2601L8M1",  30.2, 1.625,2107.455,  1.073, 391.454,  0.590,   0.046
"1P315409537ESFA9X7P2601L8M1",  30.7, 1.626,2108.483,  1.038, 396.287,  0.605,   0.051
"1P315496047ESFA9X7P2601L8M1",  31.2, 1.627,2109.458,  1.070, 387.898,  0.601,   0.047
"1P315584620ESFA9X7P2601L8M1",  31.7, 1.628,2110.456,  1.074, 383.346,  0.608,   0.046
"1P315673378ESFA9X7P2601L8M1",  32.1, 1.629,2111.456,  1.075, 395.387,  0.579,   0.046
"1P315689097ESFA9X7P2601L8M1",  32.2, 1.629,2111.634,  1.543, 303.472,  0.587,   0.037
"1P315762180ESFA9X7P2601L8M1",  32.6, 1.630,2112.457,  1.075, 401.829,  0.564,   0.047
"1P315850949ESFA9X7P2601L8M1",  33.1, 1.630,2113.457,  1.075, 399.000,  0.571,   0.047
"1P315939709ESFA9X7P2601L8M1",  33.5, 1.631,2114.457,  1.076, 395.441,  0.578,   0.047
"1P316028484ESFA9X7P2601L8M1",  34.0, 1.632,2115.458,  1.077, 397.668,  0.572,   0.046
"1P316117258ESFA9X7P2601L8M1",  34.5, 1.633,2116.458,  1.077, 401.381,  0.563,   0.046
"1P316206032ESFA9X7P2601L8M1",  34.9, 1.634,2117.458,  1.078, 390.926,  0.586,   0.046
"1P316294809ESFA9X7P2601L8M1",  35.4, 1.635,2118.458,  1.078, 398.885,  0.567,   0.046
"1P316383585ESFA9X7P2601L8M1",  35.9, 1.635,2119.458,  1.078, 393.714,  0.580,   0.046
"1P316472377ESFA9X7P2601L8M1",  36.3, 1.636,2120.459,  1.079, 400.002,  0.566,   0.047
"1P316561134ESFA9X7P2601L8M1",  36.8, 1.637,2121.459,  1.079, 396.525,  0.572,   0.046
"1P316651305ESFA91SP2601L8M1",  37.3, 1.638,2122.475,  1.058, 382.824,  0.619,   0.048
"1P316739933ESFA99PP2601L8M1",  37.7, 1.638,2123.473,  1.060, 385.464,  0.609,   0.047
"1P316834480ESFAA00F0006L8M1",  38.2, 1.639,2124.539,  1.078, 387.398,  0.578,   0.049
"1P316917779ESFAA00P2601L8M1",  38.7, 1.640,2125.477,  1.058, 390.514,  0.591,   0.047
"1P317007170ESFAA00P2601L8M1",  39.1, 1.641,2126.484,  1.053, 384.388,  0.609,   0.047
